1;0;1746.00;10.92;984.00;0.00;0.40
2;0;1050.00;9.70;573.00;0.00;0.48
3;0;1253.00;18.15;874.00;0.00;0.28
4;0;1179.00;10.50;584.00;0.00;0.32
5;0;1172.00;9.70;393.00;0.00;0.44
6;0;1184.00;11.45;677.00;0.00;0.48
7;0;1846.00;13.27;978.00;0.00;0.60
8;0;1276.00;9.60;756.00;0.00;0.40
9;0;1249.00;10.25;370.00;0.00;0.40
10;0;2092.00;9.80;973.00;0.00;0.48
11;0;1273.00;10.15;399.00;0.00;0.52
12;0;2105.00;10.15;1167.00;0.00;0.44
13;0;775.00;9.97;597.00;0.00;0.28
14;0;1314.00;9.90;242.00;0.00;0.48
15;0;1852.00;10.20;568.00;0.00;0.44
16;0;1245.00;9.60;693.00;0.00;0.52
17;0;1286.00;9.72;846.00;0.00;0.36
18;0;1964.00;10.37;717.00;0.00;0.44
19;0;1890.00;10.40;1123.00;0.00;0.56
20;0;1105.00;14.82;787.00;0.00;0.40
21;0;1566.00;9.70;540.00;0.00;0.44
22;0;825.00;14.42;526.00;0.00;0.32
23;0;1686.00;10.27;996.00;0.00;0.48
24;0;1122.00;17.17;376.00;0.00;0.60
25;0;1969.00;10.40;888.00;0.00;0.40
26;0;1600.00;9.70;935.00;0.00;0.60
27;0;1547.00;15.60;568.00;0.00;0.40
28;0;978.00;9.70;600.00;0.00;0.44
29;0;1333.00;9.80;437.00;0.00;0.44
30;0;1195.00;10.17;565.00;0.00;0.44
31;0;2069.00;10.82;1157.00;0.00;0.44
32;0;1924.00;10.20;881.00;0.00;0.28
33;0;1363.00;10.15;335.00;0.00;0.52
34;0;1144.00;9.60;634.00;0.00;0.40
35;0;1940.00;10.67;858.00;0.00;0.44
36;0;1277.00;10.62;792.00;0.00;0.48
37;0;1174.00;9.60;465.00;0.00;0.40
38;0;1615.00;10.50;603.00;0.00;0.44
39;0;1290.00;12.82;339.00;0.00;0.36
40;0;1859.00;10.00;786.00;0.00;0.40
41;0;1116.00;14.87;801.00;0.00;0.44
42;0;2116.00;11.30;1094.00;0.00;0.56
43;0;1245.00;9.85;572.00;0.00;0.44
44;0;1251.00;9.90;517.00;0.00;0.44
45;0;1320.00;9.65;644.00;0.00;0.44
46;0;1331.00;9.70;555.00;0.00;0.48
47;0;1653.00;9.70;785.00;0.00;0.36
48;0;1213.00;9.97;368.00;0.00;0.44
49;0;1304.00;9.60;488.00;0.00;0.48
50;0;1342.00;9.60;503.00;0.00;0.44
51;0;1759.00;9.70;658.00;0.00;0.40
52;0;1761.00;12.25;731.00;0.00;0.32
53;0;1893.00;10.62;938.00;0.00;0.52
54;0;1397.00;9.70;657.00;0.00;0.48
55;0;1060.00;10.20;796.00;0.00;0.40
56;0;1847.00;13.47;644.00;0.00;0.48
57;0;2022.00;10.72;1040.00;0.00;0.48
58;0;1351.00;10.72;697.00;0.00;0.52
59;0;1175.00;9.77;430.00;0.00;0.44
60;0;1681.00;10.65;1018.00;0.00;0.44
61;0;1788.00;10.10;913.00;0.00;0.52
62;0;1678.00;11.12;959.00;0.00;0.52
63;0;1449.00;11.67;320.00;0.00;0.48
64;0;1441.00;10.62;1038.00;0.00;0.44
65;0;1640.00;9.70;655.00;0.00;0.48
66;0;1248.00;9.92;288.00;0.00;0.28
67;0;1174.00;9.82;612.00;0.00;0.60
68;0;1401.00;11.90;980.00;0.00;0.44
69;0;1286.00;9.70;533.00;0.00;0.48
70;0;1548.00;10.07;658.00;0.00;0.44
71;0;1244.00;11.50;904.00;0.00;0.56
72;0;1845.00;10.40;809.00;0.00;0.40
73;0;1908.00;10.20;929.00;0.00;0.44
74;0;1317.00;9.92;841.00;0.00;0.40
75;0;1084.00;10.40;698.00;0.00;0.48
76;0;1095.00;9.80;718.00;0.00;0.44
77;0;1256.00;9.70;467.00;0.00;0.40
78;0;1152.00;14.90;363.00;0.00;0.36
79;0;1717.00;14.27;548.00;0.00;0.44
80;0;2057.00;10.00;929.00;0.00;0.48
81;0;1240.00;10.50;837.00;0.00;0.48
82;0;1984.00;10.27;858.00;0.00;0.44
83;0;1988.00;15.17;1093.00;0.00;0.48
84;0;1019.00;9.70;619.00;0.00;0.32
85;0;865.00;12.42;655.00;0.00;0.48
86;0;1624.00;9.70;672.00;0.00;0.44
87;0;2026.00;15.75;1094.00;0.00;0.52
88;0;1367.00;14.45;270.00;0.00;0.48
89;0;2072.00;9.77;759.00;0.00;0.40
90;0;1471.00;11.37;683.00;0.00;0.48
91;0;1655.00;12.05;835.00;0.00;0.40
92;0;1936.00;10.30;887.00;0.00;0.36
93;0;1745.00;14.30;815.00;0.00;0.64
94;0;2057.00;11.32;1049.00;0.00;0.44
95;0;1412.00;10.97;491.00;0.00;0.44
96;0;1138.00;13.30;794.00;0.00;0.48
97;0;2087.00;9.90;1034.00;0.00;0.52
98;0;1078.00;12.12;824.00;0.00;0.36
99;0;1103.00;9.70;584.00;0.00;0.36
100;0;1208.00;12.77;806.00;0.00;0.44
101;0;1305.00;11.52;274.00;0.00;0.48
102;0;1052.00;10.20;513.00;0.00;0.48
103;0;1404.00;9.70;443.00;0.00;0.44
104;0;1667.00;16.60;567.00;0.00;0.36
105;0;1715.00;9.70;641.00;0.00;0.44
106;0;2005.00;11.35;1021.00;0.00;0.20
107;0;1727.00;12.65;1010.00;0.00;0.36
108;0;1890.00;10.85;916.00;0.00;0.40
109;0;1324.00;9.85;747.00;0.00;0.44
110;0;1824.00;10.37;808.00;0.00;0.28
111;0;1717.00;14.62;895.00;0.00;0.48
112;0;1192.00;9.87;420.00;0.00;0.60
113;0;1429.00;20.50;822.00;0.00;0.52
114;0;957.00;10.40;715.00;0.00;0.44
115;0;1710.00;13.25;808.00;0.00;0.56
116;0;1605.00;10.42;985.00;0.00;0.32
117;0;2015.00;11.22;908.00;0.00;0.36
118;0;1977.00;10.52;1015.00;0.00;0.44
119;0;1573.00;9.72;636.00;0.00;0.36
120;0;2116.00;9.70;1024.00;0.00;0.44
