0;0;0;0;land;false;unknown;0
1;183;156;234;land;false;mountain;2
2;204;245;107;land;false;plains;2
3;251;211;253;land;false;mountain;2
4;172;178;197;land;false;plains;2
5;98;238;194;land;false;plains;2
6;240;161;104;land;false;hills;2
7;200;151;196;land;false;mountain;2
8;185;178;221;land;false;plains;2
9;133;188;239;land;false;plains;2
10;198;191;229;land;false;forest;2
11;251;192;70;land;false;mountain;2
12;121;223;253;land;false;plains;2
13;218;241;81;land;true;mountain;2
14;235;159;148;land;true;plains;2
15;227;211;207;land;false;forest;2
16;177;173;192;land;false;marsh;2
17;192;153;234;land;false;forest;2
18;251;246;233;land;false;hills;2
19;236;176;100;land;false;desert;2
20;244;190;87;land;false;mountain;2
21;252;234;247;land;true;plains;2
22;207;241;92;land;true;plains;2
23;239;177;200;land;false;forest;2
24;244;221;74;land;false;mountain;2
25;139;182;252;land;false;plains;2
26;179;233;163;land;false;plains;2
27;211;213;141;land;false;mountain;2
28;212;226;243;land;false;plains;2
29;243;204;213;land;false;forest;2
30;164;178;251;land;false;plains;2
31;202;185;133;land;false;plains;2
32;232;235;35;land;false;plains;2
33;230;166;177;land;false;forest;2
34;254;177;236;land;false;forest;2
35;233;69;200;land;false;plains;2
36;236;181;106;land;false;mountain;2
37;237;226;59;land;false;hills;2
38;215;95;194;land;false;plains;2
39;169;176;229;land;false;mountain;2
40;104;164;245;land;false;plains;2
41;189;129;188;land;false;mountain;2
42;188;202;221;land;false;mountain;2
43;239;215;69;land;false;desert;2
44;205;250;207;land;false;forest;2
45;227;177;170;land;false;plains;2
46;112;243;227;land;false;desert;2
47;254;221;198;land;false;forest;2
48;250;68;216;land;false;plains;2
49;236;230;195;land;false;plains;2
50;250;107;144;land;false;marsh;2
51;248;225;166;land;false;plains;2
52;232;73;221;land;false;hills;2
53;133;200;230;land;false;plains;2
54;170;213;154;land;false;plains;2
55;243;221;177;land;false;plains;2
56;162;207;254;land;false;mountain;2
57;165;130;232;land;false;mountain;2
58;142;218;149;land;false;plains;2
59;117;218;179;land;false;forest;2
60;186;194;217;land;false;forest;2
61;165;232;179;land;false;forest;2
62;148;199;251;land;false;plains;2
63;229;235;136;land;true;jungle;2
64;237;216;85;land;false;hills;2
65;237;227;88;land;false;plains;2
66;155;175;214;land;false;plains;2
67;242;106;213;land;false;plains;2
68;187;170;147;land;false;mountain;2
69;226;250;228;land;false;plains;2
70;54;239;226;land;false;hills;2
71;192;74;250;land;false;forest;2
72;199;179;125;land;false;plains;2
73;174;219;222;land;false;plains;2
74;56;245;218;land;false;plains;2
75;171;238;131;land;false;plains;2
76;202;100;205;land;false;plains;2
77;222;219;170;land;false;plains;2
78;234;78;198;land;false;mountain;2
79;231;222;206;land;false;mountain;2
80;215;213;208;land;false;forest;2
81;234;134;234;land;false;mountain;2
82;220;170;155;land;false;mountain;2
83;204;50;253;land;false;marsh;2
84;224;242;216;land;false;forest;2
85;197;203;240;land;false;hills;2
86;178;153;173;land;false;plains;2
87;162;245;129;land;false;plains;2
88;206;134;211;land;true;mountain;2
89;225;173;144;land;true;plains;2
90;171;131;230;land;false;plains;2
91;227;191;172;land;false;mountain;2
92;198;253;88;land;false;plains;2
93;236;168;154;land;false;mountain;2
94;218;199;106;land;false;hills;2
95;203;244;151;land;false;mountain;2
96;236;143;220;land;false;mountain;2
97;235;169;99;land;false;desert;2
98;211;157;207;land;false;mountain;2
99;251;215;153;land;false;forest;2
100;157;214;135;land;false;mountain;2
101;253;241;27;land;false;mountain;2
102;102;227;198;land;false;forest;2
103;196;221;247;land;true;plains;2
104;253;14;251;land;false;mountain;2
105;247;70;220;land;false;plains;2
106;158;206;246;land;false;mountain;2
107;165;244;143;land;false;hills;2
108;245;121;252;land;false;plains;2
109;215;226;153;land;false;plains;2
110;213;233;129;land;false;forest;2
111;172;185;185;land;false;mountain;2
112;215;215;154;land;false;hills;2
113;179;204;195;land;false;mountain;2
114;152;170;200;land;false;forest;2
115;54;250;236;land;false;mountain;2
116;87;199;233;land;false;hills;2
117;238;251;174;land;false;mountain;2
118;254;192;189;land;false;forest;2
119;235;167;216;land;false;forest;2
120;236;226;129;land;true;plains;2
121;216;254;193;land;false;mountain;2
122;180;198;219;land;false;mountain;2
123;173;161;236;land;false;plains;2
124;205;250;104;land;false;mountain;2
125;83;180;246;land;false;mountain;2
126;210;228;119;land;false;mountain;2
127;201;220;82;land;false;forest;2
128;236;152;155;land;false;forest;2
129;205;133;168;land;false;plains;2
130;184;197;170;land;false;forest;2
131;230;247;247;land;false;mountain;2
132;245;207;241;land;true;plains;2
133;206;243;63;land;false;plains;2
134;105;231;188;land;false;mountain;2
135;213;250;164;land;false;mountain;2
136;219;128;184;land;false;plains;2
137;71;240;197;land;false;plains;2
138;226;183;96;land;false;mountain;2
139;123;162;217;land;false;plains;2
140;196;83;242;land;false;marsh;2
141;199;202;137;land;false;hills;2
142;184;234;170;land;false;plains;2
143;161;233;137;land;false;mountain;2
144;194;238;129;land;false;desert;2
145;137;188;178;land;false;hills;2
146;152;165;187;land;false;mountain;2
147;244;184;131;land;false;desert;2
148;167;243;100;land;false;plains;2
149;185;134;228;land;false;plains;2
150;185;96;252;land;false;plains;2
151;208;86;243;land;false;mountain;2
152;170;157;199;land;false;plains;2
153;188;141;232;land;false;mountain;2
154;160;207;204;land;false;hills;2
155;237;245;90;land;false;forest;2
156;219;237;170;land;false;mountain;2
157;246;216;51;land;false;desert;2
158;246;151;177;land;false;mountain;2
159;246;145;136;land;false;plains;2
160;173;232;135;land;false;mountain;2
161;250;11;251;land;false;plains;2
162;168;222;137;land;false;plains;2
