1;arms_factory;3283.00;10.10;1687.00;0.78;0
1;arms_factory;3184.00;10.90;1549.00;4.90;0
1;arms_factory;3211.00;10.65;1502.00;5.00;0
1;arms_factory;3252.00;9.78;1437.00;2.84;0
1;arms_factory;3137.00;12.32;1519.00;5.50;0
1;arms_factory;3031.00;12.05;1543.00;0.78;0
1;industrial_complex;3316.00;11.73;1502.00;3.45;0
1;industrial_complex;3023.00;11.20;1444.00;1.29;0
1;industrial_complex;3029.00;9.93;1621.00;5.41;0
1;industrial_complex;3178.00;11.90;1507.00;5.51;0
1;industrial_complex;2886.00;11.10;1499.00;3.35;0
1;industrial_complex;3158.00;11.78;1521.00;6.01;0
1;air_base;2923.00;9.82;1567.00;2.40;0
1;supply_node;3077.00;9.78;1553.00;6.01;0
1;supply_node;3325.00;10.70;1569.00;2.66;0
1;supply_node;3276.00;11.32;1530.00;4.14;0
1;supply_node;2960.00;10.40;1566.00;1.90;0
1;supply_node;3310.00;10.82;1448.00;4.83;0
1;supply_node;3025.00;11.80;1548.00;0.03;0
1;supply_node;3294.00;11.85;1521.00;4.07;0
1;supply_node;2897.00;10.60;1545.00;5.55;0
1;supply_node;3178.00;11.00;1407.00;2.20;0
1;supply_node;3220.00;10.90;1417.00;6.25;0
1;supply_node;3165.00;11.85;1496.00;1.44;0
1;supply_node;2941.00;10.70;1525.00;4.37;0
1;supply_node;3185.00;11.38;1494.00;0.68;0
1;supply_node;3263.00;11.18;1561.00;3.61;0
1;supply_node;3110.00;11.30;1474.00;0.26;0
1;supply_node;3109.00;10.55;1535.00;2.85;0
1;supply_node;3227.00;10.55;1613.00;5.79;0
1;supply_node;3183.00;11.30;1474.00;0.98;0
1;supply_node;3296.00;11.82;1485.00;5.02;0
1;supply_node;3000.00;10.95;1420.00;1.67;0
1;supply_node;3135.00;10.40;1605.00;3.15;0
1;supply_node;3299.00;9.70;1629.00;0.91;0
1;supply_node;3287.00;10.80;1561.00;2.39;0
1;supply_node;3269.00;10.50;1660.00;5.32;0
1;supply_node;3274.00;11.32;1477.00;1.63;0
1;supply_node;3311.00;9.80;1659.00;4.56;0
1;supply_node;3277.00;11.57;1510.00;1.21;0
1;supply_node;3192.00;11.55;1377.00;3.80;0
1;supply_node;3029.00;11.48;1508.00;0.45;0
1;supply_node;3127.00;11.15;1535.00;1.93;0
1;supply_node;3061.00;12.73;1469.00;5.97;0
1;supply_node;3311.00;11.73;1502.00;2.63;0
1;supply_node;3075.00;9.93;1573.00;4.10;0
1;supply_node;3177.00;11.03;1530.00;1.86;0
1;supply_node;2879.00;10.88;1497.00;3.34;0
1;supply_node;3369.00;10.57;1594.00;6.28;0
1;supply_node;3142.00;9.90;1436.00;4.03;0
1;supply_node;3216.00;11.20;1551.00;5.51;0
1;supply_node;3208.00;9.90;1634.00;2.16;0
1;supply_node;3307.00;11.03;1580.00;4.75;0
1;supply_node;3355.00;10.30;1556.00;1.40;0
1;supply_node;2940.00;10.80;1486.00;4.34;0
1;supply_node;3278.00;10.30;1679.00;0.63;0
1;supply_node;2966.00;10.12;1641.00;3.58;0
1;supply_node;2889.00;10.28;1465.00;5.05;0
1;supply_node;2915.00;10.12;1452.00;2.81;0
1;supply_node;3142.00;11.98;1524.00;5.75;0
1;supply_node;3222.00;10.55;1453.00;0.94;0
1;supply_node;3377.00;10.20;1626.00;4.98;0
1;supply_node;3040.00;9.88;1621.00;0.18;0
1;supply_node;3256.00;11.20;1628.00;3.12;0
1;supply_node;3131.00;11.15;1585.00;0.87;0
1;supply_node;3099.00;9.80;1615.00;2.35;0
1;supply_node;3009.00;11.28;1459.00;5.28;0
1;supply_node;3336.00;10.60;1480.00;1.59;0
1;supply_node;3184.00;11.35;1430.00;4.52;0
1;supply_node;2996.00;12.55;1477.00;6.00;0
1;supply_node;3307.00;10.75;1425.00;3.76;0
1;supply_node;2865.00;10.30;1595.00;0.41;0
1;supply_node;2881.00;10.60;1576.00;1.89;0
1;supply_node;3217.00;10.80;1504.00;5.93;0
1;supply_node;3036.00;11.03;1473.00;1.13;0
1;supply_node;3174.00;10.90;1590.00;4.07;0
1;supply_node;3213.00;11.15;1579.00;0.72;0
1;supply_node;3250.00;11.03;1494.00;3.30;0
1;supply_node;3356.00;10.00;1481.00;6.24;0
1;supply_node;3295.00;10.18;1672.00;1.43;0
1;supply_node;3307.00;11.40;1537.00;5.47;0
1;supply_node;3372.00;10.05;1435.00;2.12;0
1;supply_node;3249.00;10.15;1463.00;3.61;0
1;supply_node;3266.00;11.10;1642.00;1.36;0
1;supply_node;3320.00;9.80;1640.00;2.84;0
1;supply_node;3285.00;10.20;1616.00;5.77;0
1;supply_node;3364.00;10.30;1660.00;3.54;0
1;supply_node;3329.00;10.50;1601.00;5.01;0
1;supply_node;3344.00;10.35;1572.00;1.67;0
1;supply_node;3122.00;10.90;1485.00;4.25;0
1;supply_node;3008.00;10.20;1627.00;0.90;0
1;supply_node;2939.00;10.03;1612.00;3.84;0
1;supply_node;3071.00;10.48;1441.00;0.14;0
1;supply_node;3179.00;10.10;1621.00;3.08;0
1;supply_node;3342.00;10.48;1634.00;4.56;0
1;supply_node;2919.00;10.30;1471.00;2.31;0
1;supply_node;3221.00;10.50;1524.00;5.25;0
1;supply_node;2927.00;10.00;1564.00;0.45;0
1;supply_node;3246.00;9.80;1444.00;4.49;0
1;supply_node;2995.00;11.20;1593.00;5.96;0
1;supply_node;3099.00;10.68;1426.00;2.61;0
1;supply_node;3346.00;10.90;1438.00;5.20;0
1;supply_node;3048.00;11.73;1501.00;1.85;0
1;supply_node;3362.00;10.82;1632.00;4.79;0
1;supply_node;3348.00;10.30;1464.00;1.09;0
1;supply_node;3290.00;11.25;1453.00;4.03;0
1;supply_node;3146.00;9.73;1416.00;5.50;0
1;supply_node;3256.00;11.50;1536.00;3.26;0
1;supply_node;3164.00;10.30;1394.00;6.20;0
1;supply_node;2951.00;10.80;1509.00;1.39;0
1;supply_node;3182.00;11.10;1572.00;5.43;0
1;supply_node;3039.00;11.35;1443.00;0.63;0
1;supply_node;3180.00;11.10;1551.00;3.57;0
1;supply_node;2978.00;12.15;1469.00;1.33;0
1;supply_node;3288.00;10.18;1657.00;2.80;0
1;supply_node;2951.00;10.60;1624.00;5.74;0
1;supply_node;3252.00;10.12;1422.00;2.04;0
1;supply_node;2946.00;10.82;1544.00;4.98;0
1;supply_node;2936.00;11.30;1430.00;1.63;0
1;supply_node;2990.00;10.70;1623.00;4.21;0
1;supply_node;3202.00;10.32;1618.00;0.87;0
1;supply_node;3176.00;11.85;1512.00;2.34;0
1;supply_node;3148.00;10.95;1464.00;0.10;0
1;supply_node;3363.00;10.32;1575.00;3.04;0
1;supply_node;3316.00;11.10;1552.00;4.52;0
1;supply_node;2863.00;10.60;1550.00;2.27;0
1;supply_node;3235.00;11.28;1539.00;3.75;0
1;supply_node;3205.00;10.90;1425.00;0.41;0
1;supply_node;3345.00;10.15;1514.00;4.45;0
1;supply_node;3103.00;11.28;1519.00;5.93;0
1;supply_node;3338.00;10.48;1652.00;2.58;0
1;supply_node;3269.00;11.43;1491.00;5.16;0
1;supply_node;2938.00;10.15;1588.00;1.82;0
1;supply_node;3032.00;12.25;1534.00;3.29;0
1;supply_node;3024.00;11.20;1449.00;1.05;0
1;supply_node;3065.00;12.12;1487.00;3.99;0
1;supply_node;3117.00;10.05;1432.00;5.47;0
1;supply_node;3160.00;11.25;1530.00;2.12;0
1;supply_node;2910.00;10.78;1508.00;4.71;0
1;supply_node;3211.00;11.55;1400.00;1.36;0
